word,meaning,source_sentence,target_sentence,input_text,target_text
Sành điệu,"Chuyên nghiệp, thông thạo","Chú Ba giải thích cho tụi nhỏ nghe về sành điệu, tụi nhỏ gật gù.","Chú Ba giải thích cho bọn nhỏ nghe về chuyên nghiệp, bọn nhỏ gật gù.","Sành điệu [SEP] Chuyên nghiệp, thông thạo [SEP] Chú Ba giải thích cho tụi nhỏ nghe về sành điệu, tụi nhỏ gật gù.","Chú Ba giải thích cho bọn nhỏ nghe về chuyên nghiệp, bọn nhỏ gật gù."
Lắc rắc,"1. Lấm tấm, lâm râm, từng tí một.2. Tiếng nứt, gãy.",Cây nó kêu lắc rắc sắp gãy,Cây nó kêu răng rắc sắp gãy,"Lắc rắc [SEP] 1. Lấm tấm, lâm râm, từng tí một.2. Tiếng nứt, gãy. [SEP] Cây nó kêu lắc rắc sắp gãy",Cây nó kêu răng rắc sắp gãy
Xẻo (1),Một miếng thịt nhỏ,Cắt cho tui một xẻo thịt heo.,Cắt cho tôi một miếng thịt lợn nhỏ.,Xẻo (1) [SEP] Một miếng thịt nhỏ [SEP] Cắt cho tui một xẻo thịt heo.,Cắt cho tôi một miếng thịt lợn nhỏ.
Xe Huê kỳ,Ô tô Mỹ đắt tiền,Lái chiếc xe Huê kỳ nhìn quách ghê.,Lái chiếc ô tô Mỹ nhìn oách thật.,Xe Huê kỳ [SEP] Ô tô Mỹ đắt tiền [SEP] Lái chiếc xe Huê kỳ nhìn quách ghê.,Lái chiếc ô tô Mỹ nhìn oách thật.
Bắt mệt,"Gây mệt mỏi, chán nản",Thấy nó bày biện trong nhà mà tao cũng bắt mệt,Thấy nó bày bừa trong nhà mà tớ cũng thấy mệt mỏi,"Bắt mệt [SEP] Gây mệt mỏi, chán nản [SEP] Thấy nó bày biện trong nhà mà tao cũng bắt mệt",Thấy nó bày bừa trong nhà mà tớ cũng thấy mệt mỏi
Kìa,"Cách chỉ thời gian quá khứ lùi dần (hôm kia, kìa, kía, kịa) hoặc không gian rất xa.",Nó ở bên kía bên kịa gì đó. Xa lắm đi hông có nổi đâu.,Nó ở tít bên kia xa lắm. Xa thế đi bộ không nổi đâu.,"Kìa [SEP] Cách chỉ thời gian quá khứ lùi dần (hôm kia, kìa, kía, kịa) hoặc không gian rất xa. [SEP] Nó ở bên kía bên kịa gì đó. Xa lắm đi hông có nổi đâu.",Nó ở tít bên kia xa lắm. Xa thế đi bộ không nổi đâu.
Nhà ngủ,"Nhà trọ, khách sạn Nơi tu hành của nữ tu Công giáo (Tu viện) Trụ sở hãng tàu Messageries Maritimes xưa (Bến Nhà Rồng).",Cô này có học nhà phước,Cô này có học ở dòng tu,"Nhà ngủ [SEP] Nhà trọ, khách sạn Nơi tu hành của nữ tu Công giáo (Tu viện) Trụ sở hãng tàu Messageries Maritimes xưa (Bến Nhà Rồng). [SEP] Cô này có học nhà phước",Cô này có học ở dòng tu
Quọt quẹt,"Chút ít, sơ sơ",Tiếng Tây tui biết có quọt quẹt hà.,Tiếng Pháp tôi chỉ biết bi bô vài câu thôi.,"Quọt quẹt [SEP] Chút ít, sơ sơ [SEP] Tiếng Tây tui biết có quọt quẹt hà.",Tiếng Pháp tôi chỉ biết bi bô vài câu thôi.
Nhõn,"Nhẵn, sạch sẽ, không còn thứ gì.",chị thấy nó làm qua một cái là hết nhõn thấy chưa.,"Minh chứng cho sức ăn mạnh, đánh bay sạch sẽ nồi cơm trong chốc lát.","Nhõn [SEP] Nhẵn, sạch sẽ, không còn thứ gì. [SEP] chị thấy nó làm qua một cái là hết nhõn thấy chưa.","Minh chứng cho sức ăn mạnh, đánh bay sạch sẽ nồi cơm trong chốc lát."
Nhận,Nhấn (chuông) ấn đầu xuống đính hạt xoàn Nhảy cóc làm ẩu Nén mắm nhồi nhét khách Dìm xuống nước.,Nhận đầu,Ấn đầu,Nhận [SEP] Nhấn (chuông) ấn đầu xuống đính hạt xoàn Nhảy cóc làm ẩu Nén mắm nhồi nhét khách Dìm xuống nước. [SEP] Nhận đầu,Ấn đầu
Im trời,"Thời tiết tốt hoặc công việc cực kỳ thuận lợi, êm xuôi.",Hôm nay im trời đi chơi xuồng mới là hết ý.,Hôm nay trời đẹp đi chơi thuyền thì tuyệt cú mèo.,"Im trời [SEP] Thời tiết tốt hoặc công việc cực kỳ thuận lợi, êm xuôi. [SEP] Hôm nay im trời đi chơi xuồng mới là hết ý.",Hôm nay trời đẹp đi chơi thuyền thì tuyệt cú mèo.
Nhẹp,"Bẹp, dẹp đi do lực ép.","Cái hộp của người ta, nó ngồi lên một cái nhẹp đi","Tình trạng đồ vật bị phá hỏng, ép dẹp do sức nặng đè lên.","Nhẹp [SEP] Bẹp, dẹp đi do lực ép. [SEP] Cái hộp của người ta, nó ngồi lên một cái nhẹp đi","Tình trạng đồ vật bị phá hỏng, ép dẹp do sức nặng đè lên."
Tiệm buôn,Tiệm tạp hóa sầm uất,"Tao học được cái tiệm buôn này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái tiệm tạp hóa sầm uất này từ hồi nhỏ, giờ vẫn nhớ.","Tiệm buôn [SEP] Tiệm tạp hóa sầm uất [SEP] Tao học được cái tiệm buôn này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái tiệm tạp hóa sầm uất này từ hồi nhỏ, giờ vẫn nhớ."
Bịnh con nít,"Bệnh nhi, bệnh của trẻ con",Ba cái bịnh con nít có gì đâu mà lo,Vài ba cái bệnh trẻ con có gì đâu mà lo,"Bịnh con nít [SEP] Bệnh nhi, bệnh của trẻ con [SEP] Ba cái bịnh con nít có gì đâu mà lo",Vài ba cái bệnh trẻ con có gì đâu mà lo
Lấy le,"Lấy le, phô trương.",Nó mượn chiếc xe tay ga xịn của tao để đi tán gái lấy le đó.,Nó mượn chiếc xe tay ga xịn của tao để đi tán gái ra oai đấy.,"Lấy le [SEP] Lấy le, phô trương. [SEP] Nó mượn chiếc xe tay ga xịn của tao để đi tán gái lấy le đó.",Nó mượn chiếc xe tay ga xịn của tao để đi tán gái ra oai đấy.
Lổm lảm (lốm lám),"Thô tục, hỗn xược, vô duyên.",Cái thằng ăn nói lổm lảm đó mày chơi với nó làm gì.,Cái thằng ăn nói sỗ sàng đó mày chơi với nó làm gì.,"Lổm lảm (lốm lám) [SEP] Thô tục, hỗn xược, vô duyên. [SEP] Cái thằng ăn nói lổm lảm đó mày chơi với nó làm gì.",Cái thằng ăn nói sỗ sàng đó mày chơi với nó làm gì.
Lỏng le,"1. Rất lỏng lẻo, không chặt.2. Rất loãng.",Cháo lỏng le cái kiểu này thì ăn ngon lành gì.,Cháo loãng toẹt cái kiểu này thì ăn ngon lành gì.,"Lỏng le [SEP] 1. Rất lỏng lẻo, không chặt.2. Rất loãng. [SEP] Cháo lỏng le cái kiểu này thì ăn ngon lành gì.",Cháo loãng toẹt cái kiểu này thì ăn ngon lành gì.
Á khẩu,"ở tình trạng bệnh làm ảnh hưởng tới dây thần kinh miệng nên không thể phát ngôn, nói chuyện bình thường được","Nhưng giọng run rẩy của ông Hai Kiếm vang ra từng đợt - Cứu tao tao gần chết á khẩu Tư Hưng công ông Hai Kiểm vào nhà đốt lửa hơ, cạo gió,","Nhưng giọng run rẩy của ông Hai Kiếm vang ra từng đợt: - Cứu tớ tớ gần chết á khẩu Tư Hưng công ông Hai Kiểm vào nhà đốt lửa hơ, cạo gió,","Á khẩu [SEP] ở tình trạng bệnh làm ảnh hưởng tới dây thần kinh miệng nên không thể phát ngôn, nói chuyện bình thường được [SEP] Nhưng giọng run rẩy của ông Hai Kiếm vang ra từng đợt - Cứu tao tao gần chết á khẩu Tư Hưng công ông Hai Kiểm vào nhà đốt lửa hơ, cạo gió,","Nhưng giọng run rẩy của ông Hai Kiếm vang ra từng đợt: - Cứu tớ tớ gần chết á khẩu Tư Hưng công ông Hai Kiểm vào nhà đốt lửa hơ, cạo gió,"
Doạ hẩm,Dọa cho sợ chứ không làm thật,"Nó doạ hẩm mày đó, chớ nó hồng dám làm chi đâu",Nó dọa thế thôi chứ chẳng dám làm gì đâu,"Doạ hẩm [SEP] Dọa cho sợ chứ không làm thật [SEP] Nó doạ hẩm mày đó, chớ nó hồng dám làm chi đâu",Nó dọa thế thôi chứ chẳng dám làm gì đâu
Mạnh giỏi,"Khỏe mạnh, bằng an, bình an.",Cầu chúc anh chị làm ăn mạnh giỏi.,Cầu chúc anh chị làm ăn thuận lợi.,"Mạnh giỏi [SEP] Khỏe mạnh, bằng an, bình an. [SEP] Cầu chúc anh chị làm ăn mạnh giỏi.",Cầu chúc anh chị làm ăn thuận lợi.
Đèn khí,Đèn điện,Bây giờ ai gọi là đèn khí nữa Thiên hạ gọi là đèn điện hết rồi,Bây giờ ai gọi là đèn khí nữa Mọi người gọi là đèn điện hết rồi,Đèn khí [SEP] Đèn điện [SEP] Bây giờ ai gọi là đèn khí nữa Thiên hạ gọi là đèn điện hết rồi,Bây giờ ai gọi là đèn khí nữa Mọi người gọi là đèn điện hết rồi
Con nít,"Trẻ con, người chưa trưởng thành",Mấy đứa con nít tụi bây đi chỗ khác chơi đi! Chỗ người lớn người ta làm việc,Bọn trẻ con các cháu đi ra chỗ khác chơi! Chỗ người lớn đang làm việc,"Con nít [SEP] Trẻ con, người chưa trưởng thành [SEP] Mấy đứa con nít tụi bây đi chỗ khác chơi đi! Chỗ người lớn người ta làm việc",Bọn trẻ con các cháu đi ra chỗ khác chơi! Chỗ người lớn đang làm việc
Hẹp té,"Rất chật hẹp, bé xíu.",Đường đi hẹp té như thế này hỏi sao không kẹt xe cho được.,"Lòng đường nhỏ hẹp thế này, bảo sao không tắc đường cho được.","Hẹp té [SEP] Rất chật hẹp, bé xíu. [SEP] Đường đi hẹp té như thế này hỏi sao không kẹt xe cho được.","Lòng đường nhỏ hẹp thế này, bảo sao không tắc đường cho được."
Lắng đắng,Lận đận vất vả lăng xăng ra vẻ bận rộn.,Công việc làm ăn mấy năm nay cứ lắng đắng mãi,Công việc làm ăn mấy năm nay cứ lận đận mãi,Lắng đắng [SEP] Lận đận vất vả lăng xăng ra vẻ bận rộn. [SEP] Công việc làm ăn mấy năm nay cứ lắng đắng mãi,Công việc làm ăn mấy năm nay cứ lận đận mãi
Vặm vỡ,"Vạm vỡ, to lớn",Tụi bây thấy vặm vỡ không? Tao thấy từ hồi nãy rồi.,Các bạn thấy vạm vỡ không? Tớ thấy từ nãy rồi.,"Vặm vỡ [SEP] Vạm vỡ, to lớn [SEP] Tụi bây thấy vặm vỡ không? Tao thấy từ hồi nãy rồi.",Các bạn thấy vạm vỡ không? Tớ thấy từ nãy rồi.
Ổ (1),"Tổ chim, tổ ong.",Con mà chọc cái ổ ong đó nó bay ra,Con mà chọc cái tổ ong đó nó bay ra,"Ổ (1) [SEP] Tổ chim, tổ ong. [SEP] Con mà chọc cái ổ ong đó nó bay ra",Con mà chọc cái tổ ong đó nó bay ra
Ngất ngơ,"Mù mờ không biết rõ (ngơ ngác) Mệt lử, thoi thóp quá sức, no ứ hự.",Cá lạ nước ngất ngư rồi,Cá lạ nước ngoắc ngoải rồi,"Ngất ngơ [SEP] Mù mờ không biết rõ (ngơ ngác) Mệt lử, thoi thóp quá sức, no ứ hự. [SEP] Cá lạ nước ngất ngư rồi",Cá lạ nước ngoắc ngoải rồi
Nằm mà,"Nằm vùng, ẩn náu bí mật, giấu mình.","Mấy lần địch nó càn quét, tôi không nằm mà được là tiêu lâu rồi.","Mấy lần địch càn quét, tôi không ẩn náu được là chết lâu rồi.","Nằm mà [SEP] Nằm vùng, ẩn náu bí mật, giấu mình. [SEP] Mấy lần địch nó càn quét, tôi không nằm mà được là tiêu lâu rồi.","Mấy lần địch càn quét, tôi không ẩn náu được là chết lâu rồi."
Bốp xốp Bộp xộp,Rời tơi xốp Hấp tấp Nhếch nhác,Nhà cửa mình bộp xộp quá không muốn mời ai về chơi,Nhà cửa mình nhếch nhác quá không muốn mời ai về chơi,Bốp xốp Bộp xộp [SEP] Rời tơi xốp Hấp tấp Nhếch nhác [SEP] Nhà cửa mình bộp xộp quá không muốn mời ai về chơi,Nhà cửa mình nhếch nhác quá không muốn mời ai về chơi
Băn rôn,"Băng rôn, biểu ngữ",Phải chuẩn bị mấy cái băn rôn làm mấy câu khẩu hiệu nữa mới được,Phải chuẩn bị mấy cái băng rôn làm khẩu hiệu nữa mới được,"Băn rôn [SEP] Băng rôn, biểu ngữ [SEP] Phải chuẩn bị mấy cái băn rôn làm mấy câu khẩu hiệu nữa mới được",Phải chuẩn bị mấy cái băng rôn làm khẩu hiệu nữa mới được
Hạo khuôn,Làm theo khuôn rập sẵn.,Bức tượng này có nước nó hạo khuôn,Bức tượng này chỉ có nước đúc theo khuôn rập sẵn,Hạo khuôn [SEP] Làm theo khuôn rập sẵn. [SEP] Bức tượng này có nước nó hạo khuôn,Bức tượng này chỉ có nước đúc theo khuôn rập sẵn
Ịn,"In dấu xuống, hoặc áp sát vào nhau.",Nó ịn cái tay dơ của nó vào tấm vải,Nó in dấu cái tay bẩn của nó vào tấm vải,"Ịn [SEP] In dấu xuống, hoặc áp sát vào nhau. [SEP] Nó ịn cái tay dơ của nó vào tấm vải",Nó in dấu cái tay bẩn của nó vào tấm vải
Biết điệu,"Biết cách thức Biết điều, ứng xử phù hợp","Ông trời năm nay biết điệu, thuận mùa, thuận tiết","Ông trời năm nay chiều lòng người, mưa thuận gió hòa","Biết điệu [SEP] Biết cách thức Biết điều, ứng xử phù hợp [SEP] Ông trời năm nay biết điệu, thuận mùa, thuận tiết","Ông trời năm nay chiều lòng người, mưa thuận gió hòa"
Xa lắc xa lơ,"Rất xa, tít tắp","Chú Bảy hay nói tới chuyện xa lắc xa lơ hoài, tao quen tai rồi.","Chú Bảy hay nói tới chuyện rất xa mãi, tớ quen tai rồi.","Xa lắc xa lơ [SEP] Rất xa, tít tắp [SEP] Chú Bảy hay nói tới chuyện xa lắc xa lơ hoài, tao quen tai rồi.","Chú Bảy hay nói tới chuyện rất xa mãi, tớ quen tai rồi."
Mì,Khoai mì (sắn) mì luộc chay mì sợi mì vắt khoanh.,Nấu một nồi khoai mì to tướng,Nấu một nồi sắn to tướng,Mì [SEP] Khoai mì (sắn) mì luộc chay mì sợi mì vắt khoanh. [SEP] Nấu một nồi khoai mì to tướng,Nấu một nồi sắn to tướng
Trèm trèm Trèn đéc ơi,Xấp xỉ Trời đất ơi,"Trèn đéc ơi, sao mà xui dữ vậy!","Trời đất ơi, sao mà rủi thế!","Trèm trèm Trèn đéc ơi [SEP] Xấp xỉ Trời đất ơi [SEP] Trèn đéc ơi, sao mà xui dữ vậy!","Trời đất ơi, sao mà rủi thế!"
Ngọt sớt,"Dễ dàng, trót lọt",Bài toán này nhìn rắc rối vậy chớ tao giải chừng năm phút là ngọt sớt.,Bài toán này nhìn rắc rối vậy chứ tôi giải khoảng năm phút là xong êm thấm.,"Ngọt sớt [SEP] Dễ dàng, trót lọt [SEP] Bài toán này nhìn rắc rối vậy chớ tao giải chừng năm phút là ngọt sớt.",Bài toán này nhìn rắc rối vậy chứ tôi giải khoảng năm phút là xong êm thấm.
Móp,"Lõm vào, nhăn nheo (vì ngâm nước) móp xẹp lép già yếu nhăn nheo (hài hước).",Ông già móp bình thiếc rồi,Ông già nhăn nheo lụ khụ rồi,"Móp [SEP] Lõm vào, nhăn nheo (vì ngâm nước) móp xẹp lép già yếu nhăn nheo (hài hước). [SEP] Ông già móp bình thiếc rồi",Ông già nhăn nheo lụ khụ rồi
Tích Tích toác,Thịt gà Nói thiếu nghĩ,Bọn nó nói năng tích toác vậy thôi.,Bọn chúng nói năng vô tư thế thôi.,Tích Tích toác [SEP] Thịt gà Nói thiếu nghĩ [SEP] Bọn nó nói năng tích toác vậy thôi.,Bọn chúng nói năng vô tư thế thôi.
Kim chỉ (đá lửa),"Keo kiệt, bủn xỉn, xét nét từng li từng tí.",Cái tay kim chỉ đá lửa đó đụng cái gì nó cũng lượm.,Cái gã vắt cổ chày ra nước đó đụng cái gì cũng nhặt.,"Kim chỉ (đá lửa) [SEP] Keo kiệt, bủn xỉn, xét nét từng li từng tí. [SEP] Cái tay kim chỉ đá lửa đó đụng cái gì nó cũng lượm.",Cái gã vắt cổ chày ra nước đó đụng cái gì cũng nhặt.
Rình rỏi,Theo dõi bí mật,"Dì Hai giải thích cho tụi nhỏ nghe về rình rỏi, tụi nhỏ gật gù.","Dì Hai giải thích cho bọn nhỏ nghe về theo dõi bí mật, bọn nhỏ gật gù.","Rình rỏi [SEP] Theo dõi bí mật [SEP] Dì Hai giải thích cho tụi nhỏ nghe về rình rỏi, tụi nhỏ gật gù.","Dì Hai giải thích cho bọn nhỏ nghe về theo dõi bí mật, bọn nhỏ gật gù."
Ngờ ngạc,"Ngờ nghệch, dại dột hiển hiện sờ sờ trước mắt.",Cái kiếng để ngờ ngờ đó,Cái kính để sờ sờ đó,"Ngờ ngạc [SEP] Ngờ nghệch, dại dột hiển hiện sờ sờ trước mắt. [SEP] Cái kiếng để ngờ ngờ đó",Cái kính để sờ sờ đó
Chứng chiếu,Chứng giám (lời cầu thần phật soi xét),Có Phật Trời nào chứng chiếu cho cả tấm lòng trong suốt của tôi?,Có Phật Trời nào chứng giám thấu cho tấm lòng trong sạch của tôi không?,Chứng chiếu [SEP] Chứng giám (lời cầu thần phật soi xét) [SEP] Có Phật Trời nào chứng chiếu cho cả tấm lòng trong suốt của tôi?,Có Phật Trời nào chứng giám thấu cho tấm lòng trong sạch của tôi không?
